Date,Country,State,Region,District,Location,Major Department,Department,Category,Group,Item Category,Item,Quantity,Amount
2021-08-05,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,61.66707,492.72
2021-08-05,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,14.97086,82.19
2021-08-05,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,488.75756,483.87
2021-08-05,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,56.10888,448.31
2021-08-06,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,19.96996,159.56
2021-08-06,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,50.78869,278.83
2021-08-06,US,CA,BUSINESS CENTERS,BD2,S SAN FRANCISCO BUS CTR,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,133.79799,132.46
2021-08-06,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,722.78791,715.56
2021-08-06,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,79.58833,436.94
2021-08-06,US,CA,BUSINESS CENTERS,BD2,S SAN FRANCISCO BUS CTR,FRESH FOOD,61 MEAT,6 MEAT,62 GROUND BEEF PROGRAM,620 GROUND BEEF,BEEF OOOO - GT,230.83268,620.94
2021-08-06,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,9.91986,54.46
2021-08-06,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,27.04008,148.45
2021-08-06,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,514.82826,509.68
2021-08-06,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,482.15149,477.33
2021-08-06,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,3.50063,27.97
2021-08-06,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,597.07075,591.1
2021-08-06,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,44.24781,353.54
2021-08-06,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,75.36796,602.19
2021-08-07,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,83.33789,665.87
2021-08-07,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,87.81968,482.13
2021-08-07,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,26.85973,147.46
2021-08-07,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,309.36364,306.27
2021-08-07,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,32.83059,180.24
2021-08-07,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,19.50939,155.88
2021-08-07,US,CA,BUSINESS CENTERS,BD2,S SAN FRANCISCO BUS CTR,FRESH FOOD,61 MEAT,6 MEAT,62 GROUND BEEF PROGRAM,620 GROUND BEEF,BEEF OOOO - GT,270.69515,728.17
2021-08-07,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,661.26255,654.65
2021-08-07,US,CA,BUSINESS CENTERS,BD2,S SAN FRANCISCO BUS CTR,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,62.64646,62.02
2021-08-07,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,10.81056,59.35
2021-08-07,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,573.20199,567.47
2021-08-07,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,70.7597,565.37
2021-08-07,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,64.47436,515.15
2021-08-07,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,654.15152,647.61
2021-08-08,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,414.82829,410.68
2021-08-08,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,6.46995,35.52
2021-08-08,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,53.77222,429.64
2021-08-08,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,472.72728,468.0
2021-08-08,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,621.08078,614.87
2021-08-08,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,725.72728,718.47
2021-08-08,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,133.14207,730.95
2021-08-08,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,18.33041,146.46
2021-08-08,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,54.96175,301.74
2021-08-09,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,4.68961,37.47
2021-08-09,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,437.85858,433.48
2021-08-09,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,135.32606,742.94
2021-08-09,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,423.62627,419.39
2021-08-09,US,CA,BUSINESS CENTERS,BD2,S SAN FRANCISCO BUS CTR,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,105.19191,104.14
2021-08-09,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,605.46466,599.41
2021-08-09,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,33.18761,182.2
2021-08-09,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,86.24045,473.46
2021-08-09,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,388.92925,385.04
2021-08-09,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,70.04008,384.52
2021-08-09,US,CA,BUSINESS CENTERS,BD2,S SAN FRANCISCO BUS CTR,FRESH FOOD,61 MEAT,6 MEAT,62 GROUND BEEF PROGRAM,620 GROUND BEEF,BEEF OOOO - GT,190.56504,512.62
2021-08-10,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,239.39394,237.0
2021-08-10,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,38.10928,209.22
2021-08-10,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,45.55944,364.02
2021-08-10,US,CA,BUSINESS CENTERS,BD2,S SAN FRANCISCO BUS CTR,FRESH FOOD,61 MEAT,6 MEAT,62 GROUND BEEF PROGRAM,620 GROUND BEEF,BEEF OOOO - GT,120.0,322.8
2021-08-10,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,585.32322,579.47
2021-08-10,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,55.35883,303.92
2021-08-10,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,65.59201,524.08
2021-08-10,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,56.13266,448.5
2021-08-10,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,392.8586,388.93
2021-08-10,US,CA,BUSINESS CENTERS,BD2,S SAN FRANCISCO BUS CTR,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,126.47473,125.21
2021-08-10,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,55.23904,441.36
2021-08-10,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,132.7432,728.76
2021-08-10,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,613.59593,607.46
2021-08-10,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,62.33152,342.2
2021-08-11,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,37.67214,206.82
2021-08-11,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,32.65957,260.95
2021-08-11,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,311.96971,308.85
2021-08-11,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,23.91985,131.32
2021-08-11,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,571.83838,566.12
2021-08-11,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,3.4806,27.81
2021-08-11,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,95.22587,522.79
2021-08-11,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,39.184,313.08
2021-08-11,US,CA,BUSINESS CENTERS,BD2,S SAN FRANCISCO BUS CTR,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,228.17173,225.89
2021-08-11,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,605.53538,599.48
2021-08-11,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,37.32969,204.94
2021-08-11,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,31.74094,253.61
2021-08-11,US,CA,BUSINESS CENTERS,BD2,S SAN FRANCISCO BUS CTR,FRESH FOOD,61 MEAT,6 MEAT,62 GROUND BEEF PROGRAM,620 GROUND BEEF,BEEF OOOO - GT,290.47211,781.37
2021-08-11,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,321.1111,317.9
2021-08-12,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,56.71948,311.39
2021-08-12,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,51.61202,283.35
2021-08-12,US,CA,BUSINESS CENTERS,BD2,S SAN FRANCISCO BUS CTR,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,95.76766,94.81
2021-08-12,US,CA,BUSINESS CENTERS,BD2,S SAN FRANCISCO BUS CTR,FRESH FOOD,61 MEAT,6 MEAT,62 GROUND BEEF PROGRAM,620 GROUND BEEF,BEEF OOOO - GT,80.19703,215.73
2021-08-12,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,48.75344,389.54
2021-08-12,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,613.9293,607.79
2021-08-12,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,684.1717,677.33
2021-08-12,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,19.77097,157.97
2021-08-12,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,57.57948,460.06
2021-08-12,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,267.18181,264.51
2021-08-12,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,39.38047,314.65
2021-08-12,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,45.30054,248.7
2021-08-12,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,431.70708,427.39
2021-08-12,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,18.25137,100.2
2021-08-13,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,88.91257,488.13
2021-08-13,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,10.18149,81.35
2021-08-13,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,79.6102,437.06
2021-08-13,US,CA,BUSINESS CENTERS,BD2,S SAN FRANCISCO BUS CTR,FRESH FOOD,61 MEAT,6 MEAT,62 GROUND BEEF PROGRAM,620 GROUND BEEF,BEEF OOOO - GT,230.38662,619.74
2021-08-13,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,560.00002,554.4
2021-08-13,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,697.20204,690.23
2021-08-13,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,24.6308,196.8
2021-08-13,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,360.84847,357.24
2021-08-13,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,57.57923,316.11
2021-08-13,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,19.70838,157.47
2021-08-13,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,14.01093,76.92
2021-08-13,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,379.62628,375.83
2021-08-14,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,993.84853,983.91
2021-08-14,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,72.54568,579.64
2021-08-14,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,115.02004,631.46
2021-08-14,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,95.87235,766.02
2021-08-14,US,CA,BUSINESS CENTERS,BD2,S SAN FRANCISCO BUS CTR,FRESH FOOD,61 MEAT,6 MEAT,62 GROUND BEEF PROGRAM,620 GROUND BEEF,BEEF OOOO - GT,280.44237,754.39
2021-08-14,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,115.21857,632.55
2021-08-14,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,482.32325,477.5
2021-08-14,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,39.88862,318.71
2021-08-14,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,49.42624,271.35
2021-08-14,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,760.63632,753.03
2021-08-14,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,610.61621,604.51
2021-08-14,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,40.11266,320.5
2021-08-14,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,99.97451,548.86
2021-08-15,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,459.06058,454.47
2021-08-15,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,46.00001,252.54
2021-08-15,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,111.98909,614.82
2021-08-15,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,638.2222,631.84
2021-08-15,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,40.14935,220.42
2021-08-15,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,79.21279,632.91
2021-08-15,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,488.89895,484.01
2021-08-15,US,CA,LA REGION,LA3,LAKEWOOD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,46.2113,253.7
2021-08-15,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,68 SEAFOOD,680 FRESH FISH FILLETS,FILLET QQQQ,6.93992,55.45
2021-08-15,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,773.21208,765.48
2021-08-16,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,121.48486,120.27
2021-08-16,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,733.80811,726.47
2021-08-16,US,CA,BAY AREA,BA2,RICHMOND CA,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,99.22041,544.72
2021-08-16,US,CA,BAY AREA,BA3,FREMONT,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,100.68121,552.74
2021-08-16,US,CA,BUSINESS CENTERS,BD2,S SAN FRANCISCO BUS CTR,FRESH FOOD,61 MEAT,6 MEAT,62 GROUND BEEF PROGRAM,620 GROUND BEEF,BEEF OOOO - GT,627.91452,1689.09
2021-08-16,US,CA,BAY AREA,BA3,HAYWARD,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,645 CHICKEN XXXXX - O,CHICKEN XXXXX - O,63.7723,350.11
2021-08-16,US,CA,BUSINESS CENTERS,BD2,S SAN FRANCISCO BUS CTR,FRESH FOOD,61 MEAT,6 MEAT,64 POULTRY,640 CONVENTIONAL CHICKEN,DRUMSTICKS NNNN,73.72727,72.99
