Date,Location,Item,OH Quantity,OH Amount,On Order Quantity,On Order Amount,In Transit Quantity,In Transit Amount,NSI Quantity,NSI Amount
2021-07-03,LAKEWOOD,DRUMSTICKS NNNN,813,804.87,0,0.0,0,0.0,0,0
2021-07-04,HAYWARD,DRUMSTICKS NNNN,103,101.97,0,0.0,0,0.0,0,0
2021-07-08,RICHMOND CA,DRUMSTICKS NNNN,2628,2601.72,0,0.0,0,0.0,0,0
2021-07-11,FREMONT,DRUMSTICKS NNNN,418,413.82,0,0.0,0,0.0,0,0
2021-07-12,HAYWARD,DRUMSTICKS NNNN,46,45.54,0,0.0,0,0.0,0,0
2021-04-14,LAKEWOOD,DRUMSTICKS NNNN,599,593.01,0,0.0,0,0.0,0,0
2021-04-15,HAYWARD,DRUMSTICKS NNNN,2619,2592.81,0,0.0,0,0.0,0,0
2021-04-19,RICHMOND CA,DRUMSTICKS NNNN,1209,1196.91,0,0.0,0,0.0,0,0
2021-05-18,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,846,837.54,0,0.0,0,0.0,0,0
2021-04-18,RICHMOND CA,DRUMSTICKS NNNN,516,510.84,0,0.0,0,0.0,0,0
2021-03-19,FREMONT,DRUMSTICKS NNNN,837,828.63,0,0.0,0,0.0,0,0
2021-03-20,FREMONT,DRUMSTICKS NNNN,911,901.89,0,0.0,0,0.0,0,0
2021-05-12,LAKEWOOD,DRUMSTICKS NNNN,934,924.66,0,0.0,0,0.0,0,0
2021-05-14,HAYWARD,DRUMSTICKS NNNN,1658,1641.42,0,0.0,0,0.0,0,0
2021-05-27,HAYWARD,DRUMSTICKS NNNN,1676,1659.24,0,0.0,0,0.0,0,0
2021-05-28,LAKEWOOD,DRUMSTICKS NNNN,54,53.46,0,0.0,0,0.0,0,0
2021-06-01,HAYWARD,DRUMSTICKS NNNN,1676,1659.24,0,0.0,0,0.0,0,0
2021-06-01,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,143,141.57,0,0.0,0,0.0,0,0
2021-04-20,LAKEWOOD,DRUMSTICKS NNNN,287,284.13,0,0.0,0,0.0,0,0
2021-04-08,RICHMOND CA,DRUMSTICKS NNNN,1305,1291.95,0,0.0,0,0.0,0,0
2021-01-28,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,695,688.05,0,0.0,0,0.0,0,0
2021-05-31,HAYWARD,DRUMSTICKS NNNN,1676,1659.24,0,0.0,0,0.0,0,0
2021-05-17,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,626,619.74,0,0.0,0,0.0,0,0
2021-05-08,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,612,605.88,0,0.0,0,0.0,0,0
2021-04-25,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,1009,998.91,0,0.0,0,0.0,0,0
2021-04-17,HAYWARD,DRUMSTICKS NNNN,1802,1783.98,0,0.0,0,0.0,0,0
2021-04-18,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,584,578.16,0,0.0,0,0.0,0,0
2021-04-20,RICHMOND CA,DRUMSTICKS NNNN,1178,1166.22,0,0.0,0,0.0,0,0
2021-04-21,LAKEWOOD,DRUMSTICKS NNNN,604,597.96,0,0.0,0,0.0,0,0
2021-04-22,FREMONT,DRUMSTICKS NNNN,1719,1701.81,0,0.0,0,0.0,0,0
2021-07-14,HAYWARD,DRUMSTICKS NNNN,878,869.22,0,0.0,0,0.0,0,0
2021-04-23,FREMONT,DRUMSTICKS NNNN,1242,1229.58,0,0.0,0,0.0,0,0
2021-04-24,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,329,325.71,0,0.0,0,0.0,0,0
2021-04-26,RICHMOND CA,DRUMSTICKS NNNN,2094,2073.06,0,0.0,0,0.0,0,0
2021-04-28,RICHMOND CA,DRUMSTICKS NNNN,2311,2287.89,0,0.0,0,0.0,0,0
2021-06-07,FREMONT,DRUMSTICKS NNNN,433,428.67,0,0.0,0,0.0,0,0
2021-05-01,FREMONT,DRUMSTICKS NNNN,1407,1392.93,0,0.0,0,0.0,0,0
2021-05-02,FREMONT,DRUMSTICKS NNNN,1616,1599.84,0,0.0,0,0.0,0,0
2021-07-18,FREMONT,DRUMSTICKS NNNN,889,880.11,0,0.0,0,0.0,0,0
2021-05-14,FREMONT,DRUMSTICKS NNNN,939,929.61,0,0.0,0,0.0,0,0
2021-05-15,FREMONT,DRUMSTICKS NNNN,1751,1733.49,0,0.0,0,0.0,0,0
2021-05-31,RICHMOND CA,DRUMSTICKS NNNN,736,728.64,0,0.0,0,0.0,0,0
2021-06-04,HAYWARD,DRUMSTICKS NNNN,1686,1669.14,0,0.0,0,0.0,0,0
2021-04-28,LAKEWOOD,DRUMSTICKS NNNN,951,941.49,0,0.0,0,0.0,0,0
2021-06-23,HAYWARD,DRUMSTICKS NNNN,441,436.59,0,0.0,0,0.0,0,0
2021-06-23,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,473,468.27,0,0.0,0,0.0,0,0
2021-04-15,RICHMOND CA,DRUMSTICKS NNNN,1596,1580.04,0,0.0,0,0.0,0,0
2021-06-14,RICHMOND CA,DRUMSTICKS NNNN,730,722.7,0,0.0,0,0.0,0,0
2021-04-29,LAKEWOOD,DRUMSTICKS NNNN,779,771.21,0,0.0,0,0.0,0,0
2021-04-30,LAKEWOOD,DRUMSTICKS NNNN,695,688.05,0,0.0,0,0.0,0,0
2021-06-11,FREMONT,DRUMSTICKS NNNN,72,71.28,0,0.0,0,0.0,0,0
2021-05-02,HAYWARD,DRUMSTICKS NNNN,1857,1838.43,0,0.0,0,0.0,0,0
2021-06-02,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,428,423.72,0,0.0,0,0.0,0,0
2021-06-03,HAYWARD,DRUMSTICKS NNNN,1686,1669.14,0,0.0,0,0.0,0,0
2021-06-17,FREMONT,DRUMSTICKS NNNN,215,212.85,0,0.0,0,0.0,0,0
2021-06-05,LAKEWOOD,DRUMSTICKS NNNN,91,90.09,0,0.0,0,0.0,0,0
2021-06-06,RICHMOND CA,DRUMSTICKS NNNN,236,233.64,0,0.0,0,0.0,0,0
2021-06-18,HAYWARD,DRUMSTICKS NNNN,415,410.85,0,0.0,0,0.0,0,0
2021-06-14,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,487,482.13,0,0.0,0,0.0,0,0
2021-06-15,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,117,115.83,0,0.0,0,0.0,0,0
2021-03-21,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,7,6.93,0,0.0,0,0.0,0,0
2021-03-22,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,423,418.77,0,0.0,0,0.0,0,0
2021-07-21,FREMONT,DRUMSTICKS NNNN,1808,1789.92,0,0.0,0,0.0,0,0
2021-06-21,LAKEWOOD,DRUMSTICKS NNNN,812,803.88,0,0.0,0,0.0,0,0
2021-02-04,HAYWARD,DRUMSTICKS NNNN,2154,2132.46,0,0.0,0,0.0,0,0
2021-04-19,HAYWARD,DRUMSTICKS NNNN,1950,1930.5,0,0.0,0,0.0,0,0
2021-07-25,RICHMOND CA,DRUMSTICKS NNNN,1203,1190.97,0,0.0,0,0.0,0,0
2021-05-08,LAKEWOOD,DRUMSTICKS NNNN,103,101.97,0,0.0,0,0.0,0,0
2021-05-16,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,393,389.07,0,0.0,0,0.0,0,0
2021-05-11,FREMONT,DRUMSTICKS NNNN,974,964.26,0,0.0,0,0.0,0,0
2021-05-13,RICHMOND CA,DRUMSTICKS NNNN,1196,1184.04,0,0.0,0,0.0,0,0
2021-07-01,HAYWARD,DRUMSTICKS NNNN,105,103.95,0,0.0,0,0.0,0,0
2021-07-28,LAKEWOOD,DRUMSTICKS NNNN,519,513.81,0,0.0,0,0.0,0,0
2021-06-20,FREMONT,DRUMSTICKS NNNN,1372,1358.28,0,0.0,0,0.0,0,0
2021-06-22,HAYWARD,DRUMSTICKS NNNN,130,128.7,0,0.0,0,0.0,0,0
2021-06-22,LAKEWOOD,DRUMSTICKS NNNN,729,721.71,0,0.0,0,0.0,0,0
2021-05-20,RICHMOND CA,DRUMSTICKS NNNN,2243,2220.57,0,0.0,0,0.0,0,0
2021-06-22,RICHMOND CA,DRUMSTICKS NNNN,1622,1605.78,0,0.0,0,0.0,0,0
2021-06-23,RICHMOND CA,DRUMSTICKS NNNN,2867,2838.33,0,0.0,0,0.0,0,0
2021-06-11,RICHMOND CA,DRUMSTICKS NNNN,37,36.63,0,0.0,0,0.0,0,0
2021-06-11,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,-6,-5.94,0,0.0,0,0.0,0,0
2021-06-25,LAKEWOOD,DRUMSTICKS NNNN,-5,-4.95,0,0.0,0,0.0,0,0
2021-04-26,HAYWARD,DRUMSTICKS NNNN,2660,2633.4,0,0.0,0,0.0,0,0
2021-05-16,FREMONT,DRUMSTICKS NNNN,1108,1096.92,0,0.0,0,0.0,0,0
2021-06-15,LAKEWOOD,DRUMSTICKS NNNN,352,348.48,0,0.0,0,0.0,0,0
2021-06-17,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,558,552.42,0,0.0,0,0.0,0,0
2021-06-19,HAYWARD,DRUMSTICKS NNNN,742,734.58,0,0.0,0,0.0,0,0
2021-07-05,RICHMOND CA,DRUMSTICKS NNNN,1883,1864.17,0,0.0,0,0.0,0,0
2021-07-09,HAYWARD,DRUMSTICKS NNNN,-2,-1.98,0,0.0,0,0.0,0,0
2021-04-27,RICHMOND CA,DRUMSTICKS NNNN,2143,2121.57,0,0.0,0,0.0,0,0
2021-04-27,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,827,818.73,0,0.0,0,0.0,0,0
2021-04-29,FREMONT,DRUMSTICKS NNNN,2246,2223.54,0,0.0,0,0.0,0,0
2021-05-06,LAKEWOOD,DRUMSTICKS NNNN,558,552.42,0,0.0,0,0.0,0,0
2021-05-23,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,382,378.18,0,0.0,0,0.0,0,0
2021-05-20,LAKEWOOD,DRUMSTICKS NNNN,92,91.08,0,0.0,0,0.0,0,0
2021-06-29,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,597,591.03,0,0.0,0,0.0,0,0
2021-06-27,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,591,585.09,0,0.0,0,0.0,0,0
2021-06-25,FREMONT,DRUMSTICKS NNNN,1420,1405.8,0,0.0,0,0.0,0,0
2021-06-28,HAYWARD,DRUMSTICKS NNNN,128,126.72,0,0.0,0,0.0,0,0
2021-05-12,HAYWARD,DRUMSTICKS NNNN,1918,1898.82,0,0.0,0,0.0,0,0
2021-05-12,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,771,763.29,0,0.0,0,0.0,0,0
2021-07-01,LAKEWOOD,DRUMSTICKS NNNN,1769,1751.31,0,0.0,0,0.0,0,0
2021-06-30,LAKEWOOD,DRUMSTICKS NNNN,1936,1916.64,0,0.0,0,0.0,0,0
2021-08-08,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,6,5.94,0,0.0,0,0.0,0,0
2021-08-09,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,168,166.32,0,0.0,0,0.0,0,0
2021-05-21,LAKEWOOD,DRUMSTICKS NNNN,-3,-2.97,0,0.0,0,0.0,0,0
2021-07-04,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,206,203.94,0,0.0,0,0.0,0,0
2021-05-18,FREMONT,DRUMSTICKS NNNN,2212,2189.88,0,0.0,0,0.0,0,0
2021-05-21,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,539,533.61,0,0.0,0,0.0,0,0
2021-05-29,LAKEWOOD,DRUMSTICKS NNNN,27,26.73,0,0.0,0,0.0,0,0
2021-03-29,FREMONT,DRUMSTICKS NNNN,1007,996.93,0,0.0,0,0.0,0,0
2021-03-29,LAKEWOOD,DRUMSTICKS NNNN,513,507.87,0,0.0,0,0.0,0,0
2021-03-30,FREMONT,DRUMSTICKS NNNN,2481,2456.19,0,0.0,0,0.0,0,0
2021-05-24,FREMONT,DRUMSTICKS NNNN,201,198.99,0,0.0,0,0.0,0,0
2021-05-25,LAKEWOOD,DRUMSTICKS NNNN,521,515.79,0,0.0,0,0.0,0,0
2021-07-06,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,372,368.28,0,0.0,0,0.0,0,0
2021-05-14,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,551,545.49,0,0.0,0,0.0,0,0
2021-05-15,RICHMOND CA,DRUMSTICKS NNNN,1492,1477.08,0,0.0,0,0.0,0,0
2021-05-17,FREMONT,DRUMSTICKS NNNN,1485,1470.15,0,0.0,0,0.0,0,0
2021-05-02,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,645,638.55,0,0.0,0,0.0,0,0
2021-04-03,RICHMOND CA,DRUMSTICKS NNNN,2003,1982.97,0,0.0,0,0.0,0,0
2021-05-24,HAYWARD,DRUMSTICKS NNNN,1668,1651.32,0,0.0,0,0.0,0,0
2021-05-29,FREMONT,DRUMSTICKS NNNN,1611,1594.89,0,0.0,0,0.0,0,0
2021-07-09,RICHMOND CA,DRUMSTICKS NNNN,1625,1608.75,0,0.0,0,0.0,0,0
2021-07-11,HAYWARD,DRUMSTICKS NNNN,45,44.55,0,0.0,0,0.0,0,0
2021-07-14,RICHMOND CA,DRUMSTICKS NNNN,1301,1287.99,0,0.0,0,0.0,0,0
2021-07-16,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,42,41.58,0,0.0,0,0.0,0,0
2021-05-19,FREMONT,DRUMSTICKS NNNN,2653,2626.47,0,0.0,0,0.0,0,0
2021-05-20,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,663,656.37,0,0.0,0,0.0,0,0
2021-05-21,RICHMOND CA,DRUMSTICKS NNNN,1832,1813.68,0,0.0,0,0.0,0,0
2021-05-23,LAKEWOOD,DRUMSTICKS NNNN,83,82.17,0,0.0,0,0.0,0,0
2021-04-18,FREMONT,DRUMSTICKS NNNN,1097,1086.03,0,0.0,0,0.0,0,0
2021-05-18,HAYWARD,DRUMSTICKS NNNN,2485,2460.15,0,0.0,0,0.0,0,0
2021-05-24,RICHMOND CA,DRUMSTICKS NNNN,-12,-11.88,0,0.0,0,0.0,0,0
2021-02-12,HAYWARD,DRUMSTICKS NNNN,786,778.14,0,0.0,0,0.0,0,0
2021-02-15,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,664,657.36,0,0.0,0,0.0,0,0
2021-07-17,FREMONT,DRUMSTICKS NNNN,1357,1343.43,0,0.0,0,0.0,0,0
2021-07-18,HAYWARD,DRUMSTICKS NNNN,3,2.97,0,0.0,0,0.0,0,0
2021-06-30,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,199,197.01,0,0.0,0,0.0,0,0
2021-07-01,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,199,197.01,0,0.0,0,0.0,0,0
2021-05-26,FREMONT,DRUMSTICKS NNNN,2817,2788.83,0,0.0,0,0.0,0,0
2021-05-27,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,435,430.65,0,0.0,0,0.0,0,0
2021-05-30,LAKEWOOD,DRUMSTICKS NNNN,518,512.82,0,0.0,0,0.0,0,0
2021-06-02,HAYWARD,DRUMSTICKS NNNN,1686,1669.14,0,0.0,0,0.0,0,0
2021-05-29,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,238,235.62,0,0.0,0,0.0,0,0
2021-05-03,HAYWARD,DRUMSTICKS NNNN,1692,1675.08,0,0.0,0,0.0,0,0
2021-05-03,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,521,515.79,0,0.0,0,0.0,0,0
2021-05-04,HAYWARD,DRUMSTICKS NNNN,2118,2096.82,0,0.0,0,0.0,0,0
2021-05-04,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,884,875.16,0,0.0,0,0.0,0,0
2021-04-25,FREMONT,DRUMSTICKS NNNN,2104,2082.96,0,0.0,0,0.0,0,0
2021-04-26,LAKEWOOD,DRUMSTICKS NNNN,-1,-0.99,0,0.0,0,0.0,0,0
2021-05-31,LAKEWOOD,DRUMSTICKS NNNN,518,512.82,0,0.0,0,0.0,0,0
2021-06-08,FREMONT,DRUMSTICKS NNNN,667,660.33,0,0.0,0,0.0,0,0
2021-05-05,RICHMOND CA,DRUMSTICKS NNNN,2114,2092.86,0,0.0,0,0.0,0,0
2021-07-13,HAYWARD,DRUMSTICKS NNNN,287,284.13,0,0.0,0,0.0,0,0
2021-07-13,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,9,8.91,0,0.0,0,0.0,0,0
2021-07-15,RICHMOND CA,DRUMSTICKS NNNN,639,632.61,0,0.0,0,0.0,0,0
2021-07-15,HAYWARD,DRUMSTICKS NNNN,436,431.64,0,0.0,0,0.0,0,0
2021-07-15,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,85,84.15,0,0.0,0,0.0,0,0
2021-05-30,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,238,235.62,0,0.0,0,0.0,0,0
2021-07-25,FREMONT,DRUMSTICKS NNNN,965,955.35,0,0.0,0,0.0,0,0
2021-07-27,RICHMOND CA,DRUMSTICKS NNNN,2382,2358.18,0,0.0,0,0.0,0,0
2021-07-30,RICHMOND CA,DRUMSTICKS NNNN,1252,1239.48,0,0.0,0,0.0,0,0
2021-07-05,FREMONT,DRUMSTICKS NNNN,1145,1133.55,0,0.0,0,0.0,0,0
2021-07-14,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,260,257.4,0,0.0,0,0.0,0,0
2021-07-16,LAKEWOOD,DRUMSTICKS NNNN,989,979.11,0,0.0,0,0.0,0,0
2021-07-20,HAYWARD,DRUMSTICKS NNNN,909,899.91,0,0.0,0,0.0,0,0
2021-05-10,RICHMOND CA,DRUMSTICKS NNNN,843,834.57,0,0.0,0,0.0,0,0
2021-05-12,FREMONT,DRUMSTICKS NNNN,1374,1360.26,0,0.0,0,0.0,0,0
2021-04-04,FREMONT,DRUMSTICKS NNNN,3417,3382.83,0,0.0,0,0.0,0,0
2021-04-06,HAYWARD,DRUMSTICKS NNNN,1946,1926.54,0,0.0,0,0.0,0,0
2021-07-23,RICHMOND CA,DRUMSTICKS NNNN,1421,1406.79,0,0.0,0,0.0,0,0
2021-07-23,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,15,14.85,0,0.0,0,0.0,0,0
2021-07-24,RICHMOND CA,DRUMSTICKS NNNN,1094,1083.06,0,0.0,0,0.0,0,0
2021-04-13,FREMONT,DRUMSTICKS NNNN,2704,2676.96,0,0.0,0,0.0,0,0
2021-04-16,HAYWARD,DRUMSTICKS NNNN,2085,2064.15,0,0.0,0,0.0,0,0
2021-02-20,HAYWARD,DRUMSTICKS NNNN,1457,1442.43,0,0.0,0,0.0,0,0
2021-02-21,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,1,0.99,0,0.0,0,0.0,0,0
2021-06-18,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,367,363.33,0,0.0,0,0.0,0,0
2021-07-06,FREMONT,DRUMSTICKS NNNN,2216,2193.84,0,0.0,0,0.0,0,0
2021-02-23,RICHMOND CA,DRUMSTICKS NNNN,1885,1866.15,0,0.0,0,0.0,0,0
2021-08-21,LAKEWOOD,DRUMSTICKS NNNN,962,952.38,0,0.0,0,0.0,0,0
2021-05-26,HAYWARD,DRUMSTICKS NNNN,1709,1691.91,0,0.0,0,0.0,0,0
2021-06-03,FREMONT,DRUMSTICKS NNNN,2002,1981.98,0,0.0,0,0.0,0,0
2021-06-06,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,175,173.25,0,0.0,0,0.0,0,0
2021-06-10,RICHMOND CA,DRUMSTICKS NNNN,368,364.32,0,0.0,0,0.0,0,0
2021-06-12,FREMONT,DRUMSTICKS NNNN,27,26.73,0,0.0,0,0.0,0,0
2021-06-13,HAYWARD,DRUMSTICKS NNNN,-53,-52.47,0,0.0,0,0.0,0,0
2021-06-14,HAYWARD,DRUMSTICKS NNNN,321,317.79,0,0.0,0,0.0,0,0
2021-06-15,HAYWARD,DRUMSTICKS NNNN,109,107.91,0,0.0,0,0.0,0,0
2021-05-07,RICHMOND CA,DRUMSTICKS NNNN,956,946.44,0,0.0,0,0.0,0,0
2021-05-10,HAYWARD,DRUMSTICKS NNNN,1858,1839.42,0,0.0,0,0.0,0,0
2021-07-10,HAYWARD,DRUMSTICKS NNNN,-10,-9.9,0,0.0,0,0.0,0,0
2021-05-13,HAYWARD,DRUMSTICKS NNNN,1658,1641.42,0,0.0,0,0.0,0,0
2021-04-21,FREMONT,DRUMSTICKS NNNN,2152,2130.48,0,0.0,0,0.0,0,0
2021-04-22,LAKEWOOD,DRUMSTICKS NNNN,475,470.25,0,0.0,0,0.0,0,0
2021-07-15,LAKEWOOD,DRUMSTICKS NNNN,1212,1199.88,0,0.0,0,0.0,0,0
2021-05-11,HAYWARD,DRUMSTICKS NNNN,2419,2394.81,0,0.0,0,0.0,0,0
2021-04-23,LAKEWOOD,DRUMSTICKS NNNN,74,73.26,0,0.0,0,0.0,0,0
2021-04-26,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,896,887.04,0,0.0,0,0.0,0,0
2021-06-08,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,338,334.62,0,0.0,0,0.0,0,0
2021-06-17,RICHMOND CA,DRUMSTICKS NNNN,409,404.91,0,0.0,0,0.0,0,0
2021-06-17,LAKEWOOD,DRUMSTICKS NNNN,682,675.18,0,0.0,0,0.0,0,0
2021-07-31,LAKEWOOD,DRUMSTICKS NNNN,180,178.2,0,0.0,0,0.0,0,0
2021-05-14,RICHMOND CA,DRUMSTICKS NNNN,785,777.15,0,0.0,0,0.0,0,0
2021-06-07,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,330,326.7,0,0.0,0,0.0,0,0
2021-08-02,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,721,713.79,0,0.0,0,0.0,0,0
2021-05-17,LAKEWOOD,DRUMSTICKS NNNN,171,169.29,0,0.0,0,0.0,0,0
2021-07-06,RICHMOND CA,DRUMSTICKS NNNN,2806,2777.94,0,0.0,0,0.0,0,0
2021-07-22,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,17,16.83,0,0.0,0,0.0,0,0
2021-07-23,HAYWARD,DRUMSTICKS NNNN,225,222.75,0,0.0,0,0.0,0,0
2021-08-25,RICHMOND CA,DRUMSTICKS NNNN,1830,1811.7,0,0.0,0,0.0,0,0
2021-07-27,FREMONT,DRUMSTICKS NNNN,2011,1990.89,0,0.0,0,0.0,0,0
2021-05-21,HAYWARD,DRUMSTICKS NNNN,1671,1654.29,0,0.0,0,0.0,0,0
2021-06-24,RICHMOND CA,DRUMSTICKS NNNN,2235,2212.65,0,0.0,0,0.0,0,0
2021-08-09,FREMONT,DRUMSTICKS NNNN,1504,1488.96,0,0.0,0,0.0,0,0
2021-07-27,LAKEWOOD,DRUMSTICKS NNNN,767,759.33,0,0.0,0,0.0,0,0
2021-07-30,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,151,149.49,0,0.0,0,0.0,0,0
2021-05-01,LAKEWOOD,DRUMSTICKS NNNN,419,414.81,0,0.0,0,0.0,0,0
2021-05-16,HAYWARD,DRUMSTICKS NNNN,1674,1657.26,0,0.0,0,0.0,0,0
2021-06-14,LAKEWOOD,DRUMSTICKS NNNN,344,340.56,0,0.0,0,0.0,0,0
2021-02-27,LAKEWOOD,DRUMSTICKS NNNN,463,458.37,0,0.0,0,0.0,0,0
2021-06-26,RICHMOND CA,DRUMSTICKS NNNN,1789,1771.11,0,0.0,0,0.0,0,0
2021-07-16,RICHMOND CA,DRUMSTICKS NNNN,966,956.34,0,0.0,0,0.0,0,0
2021-07-31,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,503,497.97,0,0.0,0,0.0,0,0
2021-05-24,LAKEWOOD,DRUMSTICKS NNNN,32,31.68,0,0.0,0,0.0,0,0
2021-05-26,LAKEWOOD,DRUMSTICKS NNNN,609,602.91,0,0.0,0,0.0,0,0
2021-08-03,RICHMOND CA,DRUMSTICKS NNNN,3429,3394.71,0,0.0,0,0.0,0,0
2021-08-03,FREMONT,DRUMSTICKS NNNN,3879,3840.21,0,0.0,0,0.0,0,0
2021-07-19,FREMONT,DRUMSTICKS NNNN,750,742.5,0,0.0,0,0.0,0,0
2021-06-20,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,339,335.61,0,0.0,0,0.0,0,0
2021-08-29,RICHMOND CA,DRUMSTICKS NNNN,2141,2119.59,0,0.0,0,0.0,0,0
2021-03-03,RICHMOND CA,DRUMSTICKS NNNN,2266,2243.34,0,0.0,0,0.0,0,0
2021-08-10,RICHMOND CA,DRUMSTICKS NNNN,3062,3031.38,0,0.0,0,0.0,0,0
2021-08-12,LAKEWOOD,DRUMSTICKS NNNN,1068,1057.32,0,0.0,0,0.0,0,0
2021-07-30,HAYWARD,DRUMSTICKS NNNN,861,852.39,0,0.0,0,0.0,0,0
2021-06-25,HAYWARD,DRUMSTICKS NNNN,110,108.9,0,0.0,0,0.0,0,0
2021-07-20,FREMONT,DRUMSTICKS NNNN,1608,1591.92,0,0.0,0,0.0,0,0
2021-07-21,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,127,125.73,0,0.0,0,0.0,0,0
2021-07-22,HAYWARD,DRUMSTICKS NNNN,318,314.82,0,0.0,0,0.0,0,0
2021-05-28,HAYWARD,DRUMSTICKS NNNN,1676,1659.24,0,0.0,0,0.0,0,0
2021-06-27,LAKEWOOD,DRUMSTICKS NNNN,922,912.78,0,0.0,0,0.0,0,0
2021-06-30,FREMONT,DRUMSTICKS NNNN,679,672.21,0,0.0,0,0.0,0,0
2021-06-30,HAYWARD,DRUMSTICKS NNNN,310,306.9,0,0.0,0,0.0,0,0
2021-07-02,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,199,197.01,0,0.0,0,0.0,0,0
2021-07-08,HAYWARD,DRUMSTICKS NNNN,206,203.94,0,0.0,0,0.0,0,0
2021-07-08,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,461,456.39,0,0.0,0,0.0,0,0
2021-07-10,RICHMOND CA,DRUMSTICKS NNNN,881,872.19,0,0.0,0,0.0,0,0
2021-03-11,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,634,627.66,0,0.0,0,0.0,0,0
2021-03-13,RICHMOND CA,DRUMSTICKS NNNN,2022,2001.78,0,0.0,0,0.0,0,0
2021-07-28,HAYWARD,DRUMSTICKS NNNN,1760,1742.4,0,0.0,0,0.0,0,0
2021-07-31,RICHMOND CA,DRUMSTICKS NNNN,2398,2374.02,0,0.0,0,0.0,0,0
2021-07-03,FREMONT,DRUMSTICKS NNNN,24,23.76,0,0.0,0,0.0,0,0
2021-07-11,LAKEWOOD,DRUMSTICKS NNNN,813,804.87,0,0.0,0,0.0,0,0
2021-06-15,RICHMOND CA,DRUMSTICKS NNNN,308,304.92,0,0.0,0,0.0,0,0
2021-06-16,S SAN FRANCISCO BUS CTR,DRUMSTICKS NNNN,734,726.66,0,0.0,0,0.0,0,0
2021-06-19,LAKEWOOD,DRUMSTICKS NNNN,-1,-0.99,0,0.0,0,0.0,0,0
2021-07-19,LAKEWOOD,DRUMSTICKS NNNN,231,228.69,0,0.0,0,0.0,0,0
